dir,entry_time,entry,sl,tp,risk,type,exit_time,exit,result,points,r,year,cum_r
-1,2022-12-28 11:01:00,13492.25,13555.75,13428.75,63.5,continuation,2022-12-28 12:16:00,13428.75,TP,63.5,1.0,2022,1.0
1,2023-01-09 09:21:00,13838.25,13824.75,13851.75,13.5,continuation,2023-01-09 09:24:00,13851.75,TP,13.5,1.0,2023,2.0
1,2023-01-09 09:26:00,13853.25,13824.75,13881.75,28.5,continuation,2023-01-09 09:32:00,13881.75,TP,28.5,1.0,2023,3.0
1,2023-01-16 09:31:00,14243.75,14239.0,14248.5,4.75,continuation,2023-01-16 09:32:00,14248.5,TP,4.75,1.0,2023,4.0
1,2023-01-16 09:36:00,14248.5,14241.0,14256.0,7.5,continuation,2023-01-16 09:37:00,14256.0,TP,7.5,1.0,2023,5.0
1,2023-01-18 09:15:00,14360.0,14334.75,14385.25,25.25,continuation,2023-01-18 09:38:00,14334.75,SL,-25.25,-1.0,2023,4.0
1,2023-01-18 09:53:00,14366.5,14326.0,14407.0,40.5,continuation,2023-01-18 10:06:00,14407.0,TP,40.5,1.0,2023,5.0
1,2023-01-23 09:30:00,14357.0,14330.5,14383.5,26.5,continuation,2023-01-23 09:32:00,14330.5,SL,-26.5,-1.0,2023,4.0
1,2023-01-23 09:58:00,14455.0,14324.75,14585.25,130.25,continuation,2023-01-23 11:08:00,14585.25,TP,130.25,1.0,2023,5.0
-1,2023-01-25 09:28:00,14361.5,14371.5,14351.5,10.0,continuation,2023-01-25 09:31:00,14351.5,TP,10.0,1.0,2023,6.0
-1,2023-01-25 09:37:00,14354.0,14371.5,14336.5,17.5,continuation,2023-01-25 09:38:00,14336.5,TP,17.5,1.0,2023,7.0
1,2023-01-27 10:05:00,14800.5,14757.25,14843.75,43.25,continuation,2023-01-27 10:11:00,14843.75,TP,43.25,1.0,2023,8.0
1,2023-01-27 10:11:00,14827.5,14757.25,14897.75,70.25,continuation,2023-01-27 10:56:00,14757.25,SL,-70.25,-1.0,2023,7.0
1,2023-02-02 09:35:00,15335.25,15311.5,15359.0,23.75,continuation,2023-02-02 09:36:00,15359.0,TP,23.75,1.0,2023,8.0
1,2023-02-02 09:43:00,15372.75,15323.75,15421.75,49.0,continuation,2023-02-02 10:00:00,15323.75,SL,-49.0,-1.0,2023,7.0
-1,2023-02-07 09:15:00,15161.25,15174.75,15147.75,13.5,continuation,2023-02-07 09:31:00,15174.75,SL,-13.5,-1.0,2023,6.0
-1,2023-02-10 11:06:00,14986.25,15005.5,14967.0,19.25,continuation,2023-02-10 11:09:00,15005.5,SL,-19.25,-1.0,2023,5.0
-1,2023-02-10 11:35:00,14971.0,15017.75,14924.25,46.75,continuation,2023-02-10 12:04:00,14924.25,TP,46.75,1.0,2023,6.0
1,2023-02-15 11:48:00,15306.75,15262.25,15351.25,44.5,continuation,2023-02-15 14:09:00,15351.25,TP,44.5,1.0,2023,7.0
-1,2023-02-17 10:55:00,14985.5,15065.75,14905.25,80.25,continuation,2023-02-17 15:59:00,15043.75,EOD,-58.25,-0.7258566978193146,2023,6.274143302180685
-1,2023-02-20 10:30:00,15028.0,15034.5,15021.5,6.5,continuation,2023-02-20 10:38:00,15034.5,SL,-6.5,-1.0,2023,5.274143302180685
-1,2023-02-20 10:42:00,15028.25,15036.5,15020.0,8.25,continuation,2023-02-20 11:15:00,15036.5,SL,-8.25,-1.0,2023,4.274143302180685
-1,2023-02-21 09:15:00,14897.25,14909.5,14885.0,12.25,continuation,2023-02-21 09:29:00,14885.0,TP,12.25,1.0,2023,5.274143302180685
1,2023-03-06 10:40:00,15096.0,15081.5,15110.5,14.5,continuation,2023-03-06 10:44:00,15110.5,TP,14.5,1.0,2023,6.274143302180685
1,2023-03-06 10:48:00,15122.25,15081.5,15163.0,40.75,continuation,2023-03-06 12:40:00,15081.5,SL,-40.75,-1.0,2023,5.274143302180685
-1,2023-03-10 09:48:00,14545.5,14630.5,14460.5,85.0,continuation,2023-03-10 10:07:00,14630.5,SL,-85.0,-1.0,2023,4.274143302180685
-1,2023-03-10 10:25:00,14580.25,14645.5,14515.0,65.25,continuation,2023-03-10 10:57:00,14645.5,SL,-65.25,-1.0,2023,3.2741433021806854
-1,2023-03-13 09:40:00,14375.75,14460.25,14291.25,84.5,continuation,2023-03-13 09:49:00,14460.25,SL,-84.5,-1.0,2023,2.2741433021806854
1,2023-03-16 11:11:00,15064.0,15023.0,15105.0,41.0,continuation,2023-03-16 11:26:00,15105.0,TP,41.0,1.0,2023,3.2741433021806854
1,2023-03-16 11:39:00,15121.5,15105.5,15137.5,16.0,continuation,2023-03-16 11:41:00,15137.5,TP,16.0,1.0,2023,4.274143302180685
1,2023-03-17 10:10:00,15296.0,15224.25,15367.75,71.75,continuation,2023-03-17 10:25:00,15224.25,SL,-71.75,-1.0,2023,3.2741433021806854
1,2023-03-29 09:18:00,15398.5,15378.5,15418.5,20.0,continuation,2023-03-29 09:31:00,15418.5,TP,20.0,1.0,2023,4.274143302180685
1,2023-03-29 09:41:00,15425.75,15403.75,15447.75,22.0,continuation,2023-03-29 09:49:00,15447.75,TP,22.0,1.0,2023,5.274143302180685
1,2023-03-30 09:17:00,15576.5,15557.0,15596.0,19.5,continuation,2023-03-30 09:26:00,15596.0,TP,19.5,1.0,2023,6.274143302180685
1,2023-03-30 09:26:00,15588.5,15557.0,15620.0,31.5,continuation,2023-03-30 10:01:00,15620.0,TP,31.5,1.0,2023,7.274143302180685
-1,2023-04-10 09:15:00,15579.0,15598.75,15559.25,19.75,continuation,2023-04-10 09:32:00,15559.25,TP,19.75,1.0,2023,8.274143302180686
-1,2023-04-10 09:34:00,15555.25,15585.25,15525.25,30.0,continuation,2023-04-10 09:37:00,15525.25,TP,30.0,1.0,2023,9.274143302180686
-1,2023-04-19 09:23:00,15604.25,15618.0,15590.5,13.75,continuation,2023-04-19 09:31:00,15618.0,SL,-13.75,-1.0,2023,8.274143302180686
-1,2023-05-04 09:28:00,15604.0,15612.0,15596.0,8.0,continuation,2023-05-04 09:31:00,15596.0,TP,8.0,1.0,2023,9.274143302180686
-1,2023-05-04 09:48:00,15564.25,15610.75,15517.75,46.5,continuation,2023-05-04 11:10:00,15610.75,SL,-46.5,-1.0,2023,8.274143302180686
1,2023-05-16 10:29:00,16011.75,15998.25,16025.25,13.5,continuation,2023-05-16 10:30:00,16025.25,TP,13.5,1.0,2023,9.274143302180686
1,2023-05-16 10:32:00,16029.25,15998.25,16060.25,31.0,continuation,2023-05-16 11:30:00,16060.25,TP,31.0,1.0,2023,10.274143302180686
1,2023-05-17 09:32:00,16046.75,16032.75,16060.75,14.0,continuation,2023-05-17 09:33:00,16060.75,TP,14.0,1.0,2023,11.274143302180686
1,2023-05-18 10:00:00,16235.25,16220.75,16249.75,14.5,continuation,2023-05-18 10:07:00,16249.75,TP,14.5,1.0,2023,12.274143302180686
1,2023-05-18 10:13:00,16261.0,16220.75,16301.25,40.25,continuation,2023-05-18 10:31:00,16301.25,TP,40.25,1.0,2023,13.274143302180686
-1,2023-05-24 09:18:00,16163.0,16171.0,16155.0,8.0,continuation,2023-05-24 09:26:00,16155.0,TP,8.0,1.0,2023,14.274143302180686
1,2023-05-25 09:15:00,16493.25,16488.0,16498.5,5.25,continuation,2023-05-25 09:21:00,16488.0,SL,-5.25,-1.0,2023,13.274143302180686
1,2023-05-26 09:16:00,16556.0,16538.75,16573.25,17.25,continuation,2023-05-26 09:37:00,16573.25,TP,17.25,1.0,2023,14.274143302180686
1,2023-05-26 09:43:00,16596.5,16537.5,16655.5,59.0,continuation,2023-05-26 10:01:00,16655.5,TP,59.0,1.0,2023,15.274143302180686
1,2023-06-05 09:37:00,17125.75,17079.25,17172.25,46.5,continuation,2023-06-05 09:44:00,17172.25,TP,46.5,1.0,2023,16.274143302180686
1,2023-06-05 09:48:00,17158.25,17079.25,17237.25,79.0,continuation,2023-06-05 14:35:00,17079.25,SL,-79.0,-1.0,2023,15.274143302180686
1,2023-06-07 09:15:00,17121.75,17115.25,17128.25,6.5,continuation,2023-06-07 09:20:00,17128.25,TP,6.5,1.0,2023,16.274143302180686
1,2023-06-07 09:41:00,17170.5,17113.75,17227.25,56.75,continuation,2023-06-07 10:04:00,17113.75,SL,-56.75,-1.0,2023,15.274143302180686
1,2023-06-12 11:54:00,17195.75,17184.5,17207.0,11.25,continuation,2023-06-12 12:05:00,17184.5,SL,-11.25,-1.0,2023,14.274143302180686
-1,2023-06-19 09:33:00,17596.25,17608.0,17584.5,11.75,continuation,2023-06-19 10:11:00,17584.5,TP,11.75,1.0,2023,15.274143302180686
-1,2023-06-19 10:13:00,17584.75,17594.5,17575.0,9.75,continuation,2023-06-19 10:52:00,17594.5,SL,-9.75,-1.0,2023,14.274143302180686
-1,2023-06-21 09:21:00,17537.5,17545.0,17530.0,7.5,continuation,2023-06-21 09:25:00,17545.0,SL,-7.5,-1.0,2023,13.274143302180686
-1,2023-06-21 09:48:00,17517.0,17565.25,17468.75,48.25,continuation,2023-06-21 09:58:00,17468.75,TP,48.25,1.0,2023,14.274143302180686
1,2023-06-30 09:16:00,17608.0,17595.0,17621.0,13.0,continuation,2023-06-30 09:29:00,17595.0,SL,-13.0,-1.0,2023,13.274143302180686
1,2023-06-30 09:43:00,17619.25,17601.75,17636.75,17.5,continuation,2023-06-30 09:44:00,17636.75,TP,17.5,1.0,2023,14.274143302180686
1,2023-07-04 09:34:00,17713.25,17709.0,17717.5,4.25,continuation,2023-07-04 09:52:00,17709.0,SL,-4.25,-1.0,2023,13.274143302180686
1,2023-07-12 09:17:00,17768.25,17746.75,17789.75,21.5,continuation,2023-07-12 09:32:00,17789.75,TP,21.5,1.0,2023,14.274143302180686
1,2023-07-12 09:32:00,17772.0,17754.75,17789.25,17.25,continuation,2023-07-12 09:36:00,17789.25,TP,17.25,1.0,2023,15.274143302180686
1,2023-07-13 09:30:00,17922.5,17902.75,17942.25,19.75,continuation,2023-07-13 09:31:00,17902.75,SL,-19.75,-1.0,2023,14.274143302180686
1,2023-07-14 10:05:00,18157.5,18116.25,18198.75,41.25,continuation,2023-07-14 10:18:00,18198.75,TP,41.25,1.0,2023,15.274143302180686
1,2023-07-14 10:19:00,18189.5,18116.25,18262.75,73.25,continuation,2023-07-14 10:49:00,18116.25,SL,-73.25,-1.0,2023,14.274143302180686
1,2023-07-17 09:33:00,18090.75,18057.0,18124.5,33.75,continuation,2023-07-17 09:39:00,18124.5,TP,33.75,1.0,2023,15.274143302180686
1,2023-07-17 09:40:00,18112.25,18057.0,18167.5,55.25,continuation,2023-07-17 09:53:00,18057.0,SL,-55.25,-1.0,2023,14.274143302180686
1,2023-07-19 09:43:00,18371.0,18323.75,18418.25,47.25,continuation,2023-07-19 10:16:00,18323.75,SL,-47.25,-1.0,2023,13.274143302180686
-1,2023-07-21 10:32:00,17922.25,17998.25,17846.25,76.0,continuation,2023-07-21 13:58:00,17998.25,SL,-76.0,-1.0,2023,12.274143302180686
-1,2023-08-01 10:18:00,18104.0,18160.25,18047.75,56.25,continuation,2023-08-01 10:38:00,18160.25,SL,-56.25,-1.0,2023,11.274143302180686
-1,2023-08-02 09:15:00,18008.5,18026.5,17990.5,18.0,continuation,2023-08-02 09:32:00,17990.5,TP,18.0,1.0,2023,12.274143302180686
-1,2023-08-02 09:34:00,18005.0,18025.5,17984.5,20.5,continuation,2023-08-02 09:35:00,17984.5,TP,20.5,1.0,2023,13.274143302180686
-1,2023-08-17 10:21:00,17253.0,17273.25,17232.75,20.25,continuation,2023-08-17 10:26:00,17232.75,TP,20.25,1.0,2023,14.274143302180686
-1,2023-08-17 10:31:00,17245.5,17263.75,17227.25,18.25,continuation,2023-08-17 10:34:00,17227.25,TP,18.25,1.0,2023,15.274143302180686
1,2023-08-21 10:03:00,17252.5,17197.5,17307.5,55.0,continuation,2023-08-21 10:26:00,17197.5,SL,-55.0,-1.0,2023,14.274143302180686
1,2023-08-30 09:54:00,17782.75,17742.25,17823.25,40.5,continuation,2023-08-30 09:58:00,17823.25,TP,40.5,1.0,2023,15.274143302180686
1,2023-08-30 10:00:00,17812.0,17742.25,17881.75,69.75,continuation,2023-08-30 10:27:00,17742.25,SL,-69.75,-1.0,2023,14.274143302180686
1,2023-08-31 10:02:00,17913.25,17857.0,17969.5,56.25,continuation,2023-08-31 12:47:00,17857.0,SL,-56.25,-1.0,2023,13.274143302180686
1,2023-09-04 09:46:00,17918.75,17913.0,17924.5,5.75,continuation,2023-09-04 09:53:00,17924.5,TP,5.75,1.0,2023,14.274143302180686
1,2023-09-04 09:55:00,17923.25,17912.0,17934.5,11.25,continuation,2023-09-04 10:06:00,17912.0,SL,-11.25,-1.0,2023,13.274143302180686
-1,2023-09-07 10:06:00,17519.0,17551.0,17487.0,32.0,continuation,2023-09-07 10:11:00,17551.0,SL,-32.0,-1.0,2023,12.274143302180686
1,2023-09-29 09:51:00,17167.25,17125.75,17208.75,41.5,continuation,2023-09-29 10:03:00,17208.75,TP,41.5,1.0,2023,13.274143302180686
1,2023-09-29 10:49:00,17158.25,17132.75,17183.75,25.5,continuation,2023-09-29 11:06:00,17132.75,SL,-25.5,-1.0,2023,12.274143302180686
1,2023-10-10 10:17:00,17407.75,17386.75,17428.75,21.0,continuation,2023-10-10 10:20:00,17428.75,TP,21.0,1.0,2023,13.274143302180686
1,2023-10-10 10:26:00,17424.5,17386.75,17462.25,37.75,continuation,2023-10-10 10:35:00,17462.25,TP,37.75,1.0,2023,14.274143302180686
-1,2023-10-20 10:39:00,16907.25,16928.5,16886.0,21.25,continuation,2023-10-20 10:42:00,16886.0,TP,21.25,1.0,2023,15.274143302180686
-1,2023-10-20 10:54:00,16870.25,16928.5,16812.0,58.25,continuation,2023-10-20 11:33:00,16812.0,TP,58.25,1.0,2023,16.274143302180686
1,2023-11-01 09:16:00,16655.5,16616.0,16695.0,39.5,continuation,2023-11-01 09:33:00,16695.0,TP,39.5,1.0,2023,17.274143302180686
1,2023-11-01 09:46:00,16707.5,16678.0,16737.0,29.5,continuation,2023-11-01 10:21:00,16737.0,TP,29.5,1.0,2023,18.274143302180686
1,2023-11-02 09:42:00,17087.75,17052.75,17122.75,35.0,continuation,2023-11-02 09:48:00,17052.75,SL,-35.0,-1.0,2023,17.274143302180686
1,2023-11-02 11:06:00,17113.0,17091.5,17134.5,21.5,continuation,2023-11-02 11:16:00,17091.5,SL,-21.5,-1.0,2023,16.274143302180686
1,2023-11-03 09:30:00,17197.75,17167.5,17228.0,30.25,continuation,2023-11-03 09:32:00,17228.0,TP,30.25,1.0,2023,17.274143302180686
1,2023-11-03 09:34:00,17220.0,17190.5,17249.5,29.5,continuation,2023-11-03 09:46:00,17249.5,TP,29.5,1.0,2023,18.274143302180686
1,2023-11-07 09:21:00,17431.0,17393.25,17468.75,37.75,continuation,2023-11-07 09:35:00,17393.25,SL,-37.75,-1.0,2023,17.274143302180686
1,2023-11-07 09:59:00,17445.5,17392.25,17498.75,53.25,continuation,2023-11-07 10:33:00,17498.75,TP,53.25,1.0,2023,18.274143302180686
1,2023-11-08 09:41:00,17549.25,17523.0,17575.5,26.25,continuation,2023-11-08 10:03:00,17523.0,SL,-26.25,-1.0,2023,17.274143302180686
1,2023-11-09 09:16:00,17556.25,17540.5,17572.0,15.75,continuation,2023-11-09 09:32:00,17540.5,SL,-15.75,-1.0,2023,16.274143302180686
1,2023-11-09 11:54:00,17596.5,17554.0,17639.0,42.5,continuation,2023-11-09 12:17:00,17554.0,SL,-42.5,-1.0,2023,15.274143302180686
1,2023-11-13 11:50:00,17730.75,17719.5,17742.0,11.25,continuation,2023-11-13 12:02:00,17719.5,SL,-11.25,-1.0,2023,14.274143302180686
1,2023-11-14 10:01:00,18011.25,17993.75,18028.75,17.5,continuation,2023-11-14 10:02:00,18028.75,TP,17.5,1.0,2023,15.274143302180686
1,2023-11-14 10:30:00,18029.5,17997.0,18062.0,32.5,continuation,2023-11-14 11:52:00,17997.0,SL,-32.5,-1.0,2023,14.274143302180686
1,2023-11-16 09:52:00,18018.0,17974.25,18061.75,43.75,continuation,2023-11-16 10:42:00,17974.25,SL,-43.75,-1.0,2023,13.274143302180686
1,2023-11-20 11:03:00,18153.25,18113.5,18193.0,39.75,continuation,2023-11-20 13:04:00,18193.0,TP,39.75,1.0,2023,14.274143302180686
1,2023-12-08 10:03:00,18172.75,18126.75,18218.75,46.0,continuation,2023-12-08 10:08:00,18218.75,TP,46.0,1.0,2023,15.274143302180686
1,2023-12-08 10:11:00,18224.25,18126.75,18321.75,97.5,continuation,2023-12-08 15:59:00,18250.5,EOD,26.25,0.2692307692307692,2023,15.543374071411456
1,2023-12-11 10:08:00,18318.5,18294.5,18342.5,24.0,continuation,2023-12-11 10:31:00,18294.5,SL,-24.0,-1.0,2023,14.543374071411456
1,2023-12-11 10:51:00,18339.0,18296.5,18381.5,42.5,continuation,2023-12-11 11:14:00,18296.5,SL,-42.5,-1.0,2023,13.543374071411456
1,2023-12-26 10:28:00,18992.5,18980.75,19004.25,11.75,continuation,2023-12-26 10:29:00,18980.75,SL,-11.75,-1.0,2023,12.543374071411456
1,2023-12-26 10:40:00,18994.5,18975.75,19013.25,18.75,continuation,2023-12-26 10:52:00,18975.75,SL,-18.75,-1.0,2023,11.543374071411456
1,2023-12-27 09:33:00,19043.25,19027.75,19058.75,15.5,continuation,2023-12-27 09:36:00,19058.75,TP,15.5,1.0,2023,12.543374071411456
1,2023-12-27 10:01:00,19054.75,19045.25,19064.25,9.5,continuation,2023-12-27 10:02:00,19064.25,TP,9.5,1.0,2023,13.543374071411456
-1,2024-01-02 10:18:00,18690.75,18714.25,18667.25,23.5,continuation,2024-01-02 10:29:00,18667.25,TP,23.5,1.0,2024,14.543374071411456
-1,2024-01-02 10:34:00,18654.0,18702.75,18605.25,48.75,continuation,2024-01-02 11:30:00,18702.75,SL,-48.75,-1.0,2024,13.543374071411456
-1,2024-01-03 09:16:00,18543.0,18578.25,18507.75,35.25,continuation,2024-01-03 09:45:00,18578.25,SL,-35.25,-1.0,2024,12.543374071411456
-1,2024-01-03 10:42:00,18504.75,18522.0,18487.5,17.25,continuation,2024-01-03 10:52:00,18522.0,SL,-17.25,-1.0,2024,11.543374071411456
-1,2024-01-04 09:22:00,18407.25,18415.0,18399.5,7.75,continuation,2024-01-04 09:24:00,18399.5,TP,7.75,1.0,2024,12.543374071411456
1,2024-01-09 10:39:00,18675.75,18651.25,18700.25,24.5,continuation,2024-01-09 11:05:00,18700.25,TP,24.5,1.0,2024,13.543374071411456
1,2024-01-09 11:34:00,18723.0,18714.25,18731.75,8.75,continuation,2024-01-09 11:49:00,18731.75,TP,8.75,1.0,2024,14.543374071411456
1,2024-01-10 10:46:00,18825.25,18792.5,18858.0,32.75,continuation,2024-01-10 13:04:00,18858.0,TP,32.75,1.0,2024,15.543374071411456
1,2024-01-18 11:34:00,19034.0,19007.25,19060.75,26.75,continuation,2024-01-18 12:01:00,19007.25,SL,-26.75,-1.0,2024,14.543374071411456
1,2024-01-24 10:40:00,19669.25,19634.0,19704.5,35.25,continuation,2024-01-24 10:45:00,19704.5,TP,35.25,1.0,2024,15.543374071411456
1,2024-01-24 10:47:00,19696.25,19634.0,19758.5,62.25,continuation,2024-01-24 11:14:00,19634.0,SL,-62.25,-1.0,2024,14.543374071411456
1,2024-01-25 09:15:00,19659.0,19637.0,19681.0,22.0,continuation,2024-01-25 09:31:00,19637.0,SL,-22.0,-1.0,2024,13.543374071411456
1,2024-01-25 10:17:00,19645.5,19588.5,19702.5,57.0,continuation,2024-01-25 12:36:00,19588.5,SL,-57.0,-1.0,2024,12.543374071411456
-1,2024-01-31 10:53:00,19236.25,19250.5,19222.0,14.25,continuation,2024-01-31 11:01:00,19250.5,SL,-14.25,-1.0,2024,11.543374071411456
-1,2024-02-01 09:21:00,19272.25,19282.75,19261.75,10.5,continuation,2024-02-01 09:24:00,19261.75,TP,10.5,1.0,2024,12.543374071411456
-1,2024-02-01 09:31:00,19250.25,19272.75,19227.75,22.5,continuation,2024-02-01 09:35:00,19272.75,SL,-22.5,-1.0,2024,11.543374071411456
1,2024-02-02 10:46:00,19591.25,19487.75,19694.75,103.5,continuation,2024-02-02 12:33:00,19694.75,TP,103.5,1.0,2024,12.543374071411456
1,2024-02-08 09:19:00,19764.75,19757.25,19772.25,7.5,continuation,2024-02-08 09:22:00,19772.25,TP,7.5,1.0,2024,13.543374071411456
1,2024-02-08 09:29:00,19768.0,19757.25,19778.75,10.75,continuation,2024-02-08 09:31:00,19778.75,TP,10.75,1.0,2024,14.543374071411456
1,2024-02-09 11:06:00,19936.75,19917.0,19956.5,19.75,continuation,2024-02-09 11:29:00,19917.0,SL,-19.75,-1.0,2024,13.543374071411456
1,2024-02-09 11:43:00,19931.75,19906.25,19957.25,25.5,continuation,2024-02-09 12:53:00,19957.25,TP,25.5,1.0,2024,14.543374071411456
1,2024-02-12 11:20:00,20016.0,20002.5,20029.5,13.5,continuation,2024-02-12 11:25:00,20029.5,TP,13.5,1.0,2024,15.543374071411456
1,2024-02-12 11:31:00,20032.0,20009.0,20055.0,23.0,continuation,2024-02-12 11:35:00,20055.0,TP,23.0,1.0,2024,16.543374071411456
-1,2024-02-13 09:20:00,19586.75,19610.5,19563.0,23.75,continuation,2024-02-13 09:24:00,19563.0,TP,23.75,1.0,2024,17.543374071411456
-1,2024-02-13 09:26:00,19570.5,19610.5,19530.5,40.0,continuation,2024-02-13 09:31:00,19530.5,TP,40.0,1.0,2024,18.543374071411456
-1,2024-02-14 11:18:00,19655.25,19685.5,19625.0,30.25,continuation,2024-02-14 11:24:00,19685.5,SL,-30.25,-1.0,2024,17.543374071411456
-1,2024-02-14 11:46:00,19678.75,19711.5,19646.0,32.75,continuation,2024-02-14 12:03:00,19646.0,TP,32.75,1.0,2024,18.543374071411456
-1,2024-02-20 10:05:00,19485.5,19525.75,19445.25,40.25,continuation,2024-02-20 10:27:00,19445.25,TP,40.25,1.0,2024,19.543374071411456
-1,2024-02-20 11:38:00,19480.25,19519.75,19440.75,39.5,continuation,2024-02-20 12:01:00,19440.75,TP,39.5,1.0,2024,20.543374071411456
-1,2024-02-21 09:27:00,19438.5,19455.75,19421.25,17.25,continuation,2024-02-21 09:31:00,19421.25,TP,17.25,1.0,2024,21.543374071411456
-1,2024-02-21 09:46:00,19413.5,19453.75,19373.25,40.25,continuation,2024-02-21 10:05:00,19453.75,SL,-40.25,-1.0,2024,20.543374071411456
1,2024-02-22 10:11:00,19866.25,19836.75,19895.75,29.5,continuation,2024-02-22 10:30:00,19895.75,TP,29.5,1.0,2024,21.543374071411456
1,2024-02-22 10:39:00,19892.0,19856.25,19927.75,35.75,continuation,2024-02-22 10:46:00,19856.25,SL,-35.75,-1.0,2024,20.543374071411456
1,2024-02-23 09:23:00,20048.75,20015.5,20082.0,33.25,continuation,2024-02-23 09:36:00,20082.0,TP,33.25,1.0,2024,21.543374071411456
1,2024-02-23 09:43:00,20063.75,20036.25,20091.25,27.5,continuation,2024-02-23 09:57:00,20036.25,SL,-27.5,-1.0,2024,20.543374071411456
-1,2024-03-05 09:24:00,20071.5,20081.5,20061.5,10.0,continuation,2024-03-05 09:26:00,20061.5,TP,10.0,1.0,2024,21.543374071411456
-1,2024-03-05 09:45:00,20007.0,20028.75,19985.25,21.75,continuation,2024-03-05 09:46:00,19985.25,TP,21.75,1.0,2024,22.543374071411456
1,2024-03-08 09:50:00,20290.5,20243.75,20337.25,46.75,continuation,2024-03-08 10:02:00,20337.25,TP,46.75,1.0,2024,23.543374071411456
1,2024-03-08 10:02:00,20322.75,20243.75,20401.75,79.0,continuation,2024-03-08 11:06:00,20243.75,SL,-79.0,-1.0,2024,22.543374071411456
1,2024-03-21 09:41:00,20373.75,20349.0,20398.5,24.75,continuation,2024-03-21 09:42:00,20398.5,TP,24.75,1.0,2024,23.543374071411456
-1,2024-03-25 09:25:00,20165.0,20177.25,20152.75,12.25,continuation,2024-03-25 09:29:00,20152.75,TP,12.25,1.0,2024,24.543374071411456
-1,2024-03-25 09:46:00,20130.25,20176.5,20084.0,46.25,continuation,2024-03-25 09:52:00,20176.5,SL,-46.25,-1.0,2024,23.543374071411456
-1,2024-04-02 09:16:00,19987.25,20035.5,19939.0,48.25,continuation,2024-04-02 09:40:00,19939.0,TP,48.25,1.0,2024,24.543374071411456
-1,2024-04-02 09:45:00,19933.5,19985.75,19881.25,52.25,continuation,2024-04-02 13:01:00,19985.75,SL,-52.25,-1.0,2024,23.543374071411456
-1,2024-04-17 10:07:00,19552.0,19599.5,19504.5,47.5,continuation,2024-04-17 10:24:00,19504.5,TP,47.5,1.0,2024,24.543374071411456
-1,2024-04-17 11:16:00,19505.5,19519.25,19491.75,13.75,continuation,2024-04-17 11:18:00,19491.75,TP,13.75,1.0,2024,25.543374071411456
1,2024-04-24 10:12:00,19454.0,19411.75,19496.25,42.25,continuation,2024-04-24 10:15:00,19411.75,SL,-42.25,-1.0,2024,24.543374071411456
1,2024-04-24 10:28:00,19424.0,19408.5,19439.5,15.5,continuation,2024-04-24 10:36:00,19408.5,SL,-15.5,-1.0,2024,23.543374071411456
1,2024-04-26 10:57:00,19546.0,19514.5,19577.5,31.5,continuation,2024-04-26 11:04:00,19577.5,TP,31.5,1.0,2024,24.543374071411456
1,2024-04-26 11:05:00,19570.5,19514.5,19626.5,56.0,continuation,2024-04-26 11:13:00,19514.5,SL,-56.0,-1.0,2024,23.543374071411456
1,2024-04-29 09:31:00,19606.75,19596.5,19617.0,10.25,continuation,2024-04-29 09:32:00,19617.0,TP,10.25,1.0,2024,24.543374071411456
1,2024-04-29 09:34:00,19630.0,19596.5,19663.5,33.5,continuation,2024-04-29 09:38:00,19596.5,SL,-33.5,-1.0,2024,23.543374071411456
1,2024-05-06 09:21:00,19757.5,19745.5,19769.5,12.0,continuation,2024-05-06 09:30:00,19769.5,TP,12.0,1.0,2024,24.543374071411456
1,2024-05-06 09:40:00,19784.0,19734.5,19833.5,49.5,continuation,2024-05-06 14:25:00,19833.5,TP,49.5,1.0,2024,25.543374071411456
1,2024-05-07 09:26:00,19893.25,19881.75,19904.75,11.5,continuation,2024-05-07 09:29:00,19904.75,TP,11.5,1.0,2024,26.543374071411456
1,2024-05-07 09:37:00,19913.0,19881.75,19944.25,31.25,continuation,2024-05-07 09:52:00,19881.75,SL,-31.25,-1.0,2024,25.543374071411456
1,2024-05-08 10:31:00,19896.75,19843.25,19950.25,53.5,continuation,2024-05-08 13:02:00,19843.25,SL,-53.5,-1.0,2024,24.543374071411456
1,2024-05-09 09:15:00,19894.5,19872.0,19917.0,22.5,continuation,2024-05-09 09:34:00,19872.0,SL,-22.5,-1.0,2024,23.543374071411456
1,2024-05-09 11:04:00,19908.75,19894.5,19923.0,14.25,continuation,2024-05-09 11:08:00,19923.0,TP,14.25,1.0,2024,24.543374071411456
1,2024-05-13 09:28:00,20022.5,20010.0,20035.0,12.5,continuation,2024-05-13 09:31:00,20010.0,SL,-12.5,-1.0,2024,23.543374071411456
1,2024-05-14 10:17:00,19987.75,19966.0,20009.5,21.75,continuation,2024-05-14 10:24:00,20009.5,TP,21.75,1.0,2024,24.543374071411456
1,2024-05-14 10:35:00,20047.0,19970.0,20124.0,77.0,continuation,2024-05-14 15:24:00,20124.0,TP,77.0,1.0,2024,25.543374071411456
1,2024-05-15 09:15:00,20204.0,20186.75,20221.25,17.25,continuation,2024-05-15 09:31:00,20186.75,SL,-17.25,-1.0,2024,24.543374071411456
1,2024-05-15 10:23:00,20223.25,20194.0,20252.5,29.25,continuation,2024-05-15 10:38:00,20252.5,TP,29.25,1.0,2024,25.543374071411456
1,2024-05-22 11:08:00,20525.75,20496.75,20554.75,29.0,continuation,2024-05-22 11:51:00,20496.75,SL,-29.0,-1.0,2024,24.543374071411456
